order_item_id,order_id,product_id,quantity,unit_price,discount,line_total
3799,1392,1025,1,33.21,-1.0,34.21
3800,1392,619,1,63.7,4.28,59.42
3801,1393,1118,2,60.88,-1.0,122.76
3802,1393,234,1,3.95,-1.0,4.95
3803,1394,358,1,37.47,4.12,33.35
3804,1395,891,4,22.15,1.9,86.7
3805,1395,745,1,28.89,-1.0,29.89
3806,1395,282,1,17.47,2.87,14.6
3807,1396,251,1,61.62,-1.0,62.62
3808,1396,423,3,4.06,-1.0,13.18
3809,1396,792,1,20.06,-1.0,21.06
3810,1397,893,3,41.47,-1.0,125.41
3811,1398,1115,2,3.19,4.73,1.65
3812,1398,824,4,67.98,1.37,270.55
3813,1398,778,1,97.03,-0.14,97.17
3814,1398,408,5,59.45,2.59,294.66
3815,1399,882,4,5.31,-0.15,21.39
3816,1399,711,1,82.45,1.11,81.34
3817,1400,1053,1,18.69,0.33,18.36
3818,1400,120,2,48.18,-1.0,97.36
3819,1400,815,1,33.52,0.26,33.26
3820,1400,321,2,25.74,-1.0,52.48
3821,1401,303,3,77.17,-1.0,232.51
3822,1401,12,3,16.43,0.71,48.58
3823,1402,795,1,78.6,-1.0,79.6
3824,1402,309,2,64.3,-1.0,129.6
3825,1402,1114,2,21.69,3.28,40.1
3826,1402,595,2,61.8,2.7,120.9
3827,1403,868,3,47.97,-0.53,144.44
3828,1403,557,2,32.65,0.53,64.77
3829,1403,322,1,79.64,0.45,79.19
3830,1404,810,1,37.42,-1.0,38.42
3831,1404,1080,1,71.45,0.7,70.75
3832,1405,758,2,6.55,-0.57,13.67
3833,1406,1110,1,66.96,0.37,66.59
3834,1406,362,2,72.26,1.66,142.86
3835,1406,285,2,31.6,-1.0,64.2
3836,1407,184,1,25.53,-1.0,26.53
3837,1407,441,2,72.68,-1.0,146.36
3838,1407,1140,2,44.61,0.75,88.47
3839,1408,135,1,37.37,-1.0,38.37
3840,1409,715,1,7.08,3.18,3.9
3841,1409,1113,3,16.6,-1.0,50.8
3842,1409,663,1,4.43,-1.0,5.43
3843,1409,694,1,31.53,1.58,29.95
3844,1410,895,1,8.84,1.29,7.55
3845,1410,390,1,34.63,-1.0,35.63
3846,1410,745,2,28.89,-1.0,58.78
3847,1411,327,2,3.84,0.84,6.84
3848,1411,1083,1,32.74,0.52,32.22
3849,1412,680,1,12.97,-1.0,13.97
3850,1412,485,1,23.95,-1.0,24.95
3851,1413,1163,3,3.78,-0.02,11.36
3852,1413,595,1,61.8,2.35,59.45
3853,1413,558,4,100.18,2.88,397.84
3854,1413,295,2,27.4,2.53,52.27
3855,1413,1177,1,24.64,-1.0,25.64
3856,1413,794,1,51.99,3.75,48.24
3857,1414,890,1,49.26,-1.0,50.26
3858,1414,1079,1,37.81,2.11,35.7
3859,1415,846,2,33.93,-1.0,68.86
3860,1416,1148,5,44.39,4.11,217.84
3861,1416,185,1,40.41,-0.37,40.78
3862,1416,563,2,96.95,0.57,193.33
3863,1416,235,1,42.43,1.68,40.75
3864,1417,376,1,31.82,-1.0,32.82
3865,1417,887,2,2.4,0.72,4.08
3866,1418,659,1,35.46,0.18,35.28
3867,1418,199,2,14.06,-1.0,29.12
3868,1418,846,1,33.93,3.45,30.48
3869,1419,661,2,14.7,-1.0,30.4
3870,1419,433,1,50.18,1.05,49.13
3871,1419,616,1,35.9,-1.0,36.9
3872,1419,936,1,18.78,-1.0,19.78
3873,1419,869,4,39.66,1.44,157.2
3874,1420,228,2,63.82,4.99,122.65
3875,1420,661,2,14.7,-0.25,29.65
3876,1420,445,1,69.75,-1.0,70.75
3877,1421,262,1,3.67,2.52,1.15
3878,1421,1143,1,50.1,-0.48,50.58
3879,1421,938,1,17.0,-1.0,18.0
3880,1421,1052,1,16.33,3.94,12.39
3881,1421,942,3,37.28,-1.0,112.84
3882,1422,953,1,24.52,4.11,20.41
3883,1422,48,1,3.26,-0.13,3.39
3884,1422,1193,1,35.68,5.47,30.21
3885,1423,651,2,27.57,1.32,53.82
3886,1423,385,1,33.31,-0.84,34.15
3887,1423,99,2,38.55,0.92,76.18
3888,1423,20,1,14.69,1.41,13.28
3889,1424,140,2,28.38,7.49,49.27
3890,1424,387,1,30.86,-1.0,31.86
3891,1425,69,3,48.3,-0.8,145.7
3892,1425,308,1,44.4,2.56,41.84
3893,1426,912,1,39.28,0.27,39.01
3894,1426,404,2,54.66,-1.0,110.32
3895,1427,681,1,9.93,-0.56,10.49
3896,1427,876,2,36.4,-0.25,73.05
3897,1427,608,1,57.93,-0.16,58.09
3898,1428,593,5,38.74,1.16,192.54
3899,1428,256,1,39.21,1.12,38.09
3900,1428,252,2,3.58,0.94,6.22
3901,1429,28,1,48.19,-1.0,49.19
3902,1430,27,2,23.51,3.89,43.13
3903,1430,268,1,3.56,0.53,3.03
3904,1430,86,2,40.27,0.95,79.59
3905,1430,384,1,65.82,-0.41,66.23
3906,1430,9,1,57.82,1.69,56.13
3907,1431,1038,2,3.64,-1.0,8.28
3908,1431,818,1,44.11,7.04,37.07
3909,1431,177,1,35.78,-1.0,36.78
3910,1432,211,2,12.99,-1.0,26.98
3911,1432,252,1,3.58,-1.0,4.58
3912,1432,228,2,63.82,-1.0,128.64
3913,1432,166,5,80.99,2.03,402.92
3914,1433,275,4,11.98,-1.0,48.92
3915,1433,940,1,41.4,0.06,41.34
3916,1433,657,1,25.82,-0.58,26.4
3917,1434,173,1,26.4,-0.4,26.8
3918,1434,204,3,3.73,-1.0,12.19
3919,1434,122,1,118.34,-1.0,119.34
3920,1435,1002,1,22.34,-1.0,23.34
3921,1435,613,2,29.08,-0.74,58.9
3922,1435,551,1,22.86,2.03,20.83
3923,1435,608,1,57.93,-1.0,58.93
3924,1436,568,1,31.57,-1.0,32.57
3925,1436,533,1,29.33,-1.0,30.33
3926,1436,498,1,60.5,1.76,58.74
3927,1437,1027,3,53.89,-1.0,162.67
3928,1437,986,1,41.5,3.42,38.08
3929,1437,669,1,39.89,0.66,39.23
3930,1438,971,1,11.55,-1.0,12.55
3931,1438,29,1,29.25,0.41,28.84
3932,1438,864,1,3.3,0.73,2.57
3933,1438,380,3,55.28,-0.16,166.0
3934,1439,128,3,17.97,0.27,53.64
3935,1439,931,2,87.02,-1.0,175.04
3936,1440,987,2,35.85,-1.0,72.7
3937,1440,170,3,123.57,6.92,363.79
3938,1440,700,1,35.52,3.17,32.35
3939,1440,1016,1,3.64,2.91,0.73
3940,1441,789,1,16.52,-0.81,17.33
3941,1441,618,3,57.54,-1.0,173.62
3942,1441,308,1,44.4,-1.0,45.4
3943,1441,396,1,37.3,-1.0,38.3
3944,1441,1019,2,35.16,-0.04,70.36
3945,1442,265,5,58.41,4.1,287.95
3946,1443,122,2,118.34,2.28,234.4
3947,1443,387,3,30.86,2.86,89.72
3948,1443,425,8,2.4,-0.44,19.64
3949,1444,65,1,28.75,4.51,24.24
3950,1445,632,2,73.03,2.87,143.19
3951,1445,671,1,63.03,3.97,59.06
3952,1445,1082,1,75.88,0.89,74.99
3953,1445,308,1,44.4,1.03,43.37
3954,1446,348,2,17.32,-1.0,35.64
3955,1446,1050,1,3.63,2.16,1.47
3956,1447,523,1,27.41,2.24,25.17
3957,1447,172,1,49.35,-1.0,50.35
3958,1448,697,2,59.96,-1.0,120.92
3959,1449,557,1,32.65,-1.0,33.65
3960,1450,658,1,40.83,5.98,34.85
3961,1450,870,4,62.56,-1.0,251.24
3962,1450,1104,2,69.33,2.07,136.59
3963,1450,904,2,64.46,-1.0,129.92
3964,1450,937,1,4.08,-1.0,5.08
3965,1450,266,1,20.52,-1.0,21.52
3966,1451,1058,3,22.6,-0.67,68.47
3967,1451,1143,1,50.1,1.8,48.3
3968,1452,131,1,53.89,3.13,50.76
3969,1452,1139,2,58.73,-1.0,118.46
3970,1452,479,2,41.7,-1.0,84.4
3971,1452,499,1,72.22,3.74,68.48
3972,1452,744,2,30.86,-1.0,62.72
3973,1453,551,1,22.86,1.52,21.34
3974,1453,575,1,34.1,-0.27,34.37
3975,1453,402,2,113.29,-1.0,227.58
3976,1453,413,1,37.8,-1.0,38.8
3977,1454,476,2,28.73,2.22,55.24
3978,1454,718,2,23.27,-0.74,47.28
3979,1454,950,1,47.81,-1.0,48.81
3980,1455,167,1,3.78,-1.0,4.78
3981,1455,612,1,53.64,-1.0,54.64
3982,1455,592,1,37.99,-0.67,38.66
3983,1455,1074,3,22.63,-1.0,68.89
3984,1455,139,1,49.63,-1.0,50.63
3985,1455,493,1,41.26,2.13,39.13
3986,1456,359,1,34.85,-1.0,35.85
3987,1457,833,2,68.41,-0.18,137.0
3988,1457,137,1,12.36,6.26,6.1
3989,1457,882,1,5.31,-0.13,5.44
3990,1458,1175,2,53.75,-1.0,108.5
3991,1458,402,2,113.29,-1.0,227.58
3992,1458,376,1,31.82,-0.47,32.29
3993,1459,1094,2,51.56,-0.11,103.23
3994,1459,302,1,67.85,-1.0,68.85
3995,1459,611,1,52.35,1.02,51.33
3996,1460,156,3,50.99,0.8,152.17
3997,1460,609,2,32.14,8.82,55.46
3998,1460,982,2,96.48,-1.0,193.96
3999,1461,60,1,5.88,1.1,4.78
4000,1461,904,1,64.46,-1.0,65.46
4001,1462,1020,1,40.11,0.4,39.71
4002,1462,152,1,51.52,3.55,47.97
4003,1463,733,1,32.4,4.21,28.19
4004,1463,710,1,40.8,-1.0,41.8
4005,1464,276,1,14.18,-1.0,15.18
4006,1464,47,3,27.13,1.02,80.37
4007,1464,378,1,25.11,-1.0,26.11
4008,1464,692,3,3.44,3.81,6.51
4009,1465,441,2,72.68,-1.0,146.36
4010,1465,65,3,28.75,-1.0,87.25
4011,1466,1002,1,22.34,-1.0,23.34
4012,1466,914,3,50.18,-1.0,151.54
4013,1467,968,1,4.01,5.48,-1.47
4014,1467,1055,1,5.04,-1.0,6.04
4015,1467,649,1,41.76,-1.0,42.76
4016,1468,554,1,40.21,-1.0,41.21
4017,1468,942,1,37.28,1.7,35.58
4018,1468,1081,2,13.58,-1.0,28.16
4019,1469,681,1,9.93,-1.0,10.93
4020,1469,211,1,12.99,-0.17,13.16
4021,1470,178,1,21.18,3.06,18.12
4022,1470,945,1,36.07,2.61,33.46
4023,1471,266,1,20.52,5.39,15.13
4024,1471,568,1,31.57,-0.53,32.1
4025,1472,389,2,3.97,-1.0,8.94
4026,1472,962,1,51.98,-1.0,52.98
4027,1472,274,1,24.89,0.5,24.39
4028,1472,588,1,10.23,3.8,6.43
4029,1473,1080,2,71.45,-0.76,143.66
4030,1473,567,1,63.13,3.39,59.74
4031,1473,235,1,42.43,3.57,38.86
4032,1473,383,2,13.31,-1.0,27.62
4033,1473,116,2,15.79,-0.39,31.97
4034,1473,989,1,55.89,-1.0,56.89
4035,1474,1003,2,25.51,4.02,47.0
4036,1474,1180,1,28.45,1.69,26.76
4037,1474,170,1,123.57,0.56,123.01
4038,1474,308,1,44.4,-1.0,45.4
4039,1474,6,1,7.34,-1.0,8.34
4040,1475,579,1,3.88,-1.0,4.88
4041,1475,815,2,33.52,2.29,64.75
4042,1475,350,4,18.38,1.72,71.8
4043,1475,181,1,12.32,1.18,11.14
4044,1475,124,1,38.89,4.54,34.35
4045,1475,477,1,4.07,6.43,-2.36
4046,1476,952,1,10.55,2.54,8.01
4047,1476,390,2,34.63,-1.0,70.26
4048,1476,799,2,73.01,-0.66,146.68
4049,1476,1155,1,3.56,-1.0,4.56
4050,1476,90,1,84.55,-1.0,85.55
4051,1476,119,1,20.28,-1.0,21.28
4052,1477,885,1,5.39,0.39,5.0
4053,1477,69,1,48.3,2.7,45.6
4054,1477,573,4,6.87,4.15,23.33
4055,1477,934,1,58.67,4.56,54.11
4056,1477,928,1,7.45,2.02,5.43
4057,1478,400,1,35.13,-1.0,36.13
4058,1478,137,2,12.36,2.17,22.55
4059,1478,676,1,11.09,1.05,10.04
4060,1478,454,1,24.41,5.5,18.91
4061,1479,12,1,16.43,3.34,13.09
4062,1479,1041,3,79.9,6.17,233.53
4063,1479,1188,1,10.29,-1.0,11.29
4064,1480,35,1,81.02,2.78,78.24
4065,1480,783,1,49.04,-1.0,50.04
4066,1480,312,1,30.08,-1.0,31.08
4067,1481,787,3,19.11,-1.0,58.33
4068,1481,123,4,58.59,-1.0,235.36
4069,1481,900,1,8.64,2.84,5.8
4070,1481,122,6,118.34,1.89,708.15
4071,1482,436,2,40.16,2.11,78.21
4072,1483,390,2,34.63,-1.0,70.26
4073,1483,483,3,6.14,-0.89,19.31
4074,1484,565,1,63.43,3.35,60.08
4075,1484,526,1,3.91,0.62,3.29
4076,1484,231,1,41.29,-0.21,41.5
4077,1485,953,1,24.52,6.87,17.65
4078,1485,1154,1,17.88,1.17,16.71
4079,1486,101,1,10.91,2.16,8.75
4080,1486,701,1,42.7,-1.0,43.7
4081,1487,347,1,18.12,-1.0,19.12
4082,1487,1144,1,33.23,-1.0,34.23
4083,1487,938,8,17.0,0.85,135.15
4084,1488,766,1,2.4,2.44,-0.04
4085,1488,83,6,47.05,-0.95,283.25
4086,1488,958,3,45.89,-1.0,138.67
4087,1488,1138,1,9.53,-1.0,10.53
4088,1488,1122,3,23.84,-1.0,72.52
4089,1488,664,1,3.76,-1.0,4.76
4090,1489,747,2,43.54,-1.0,88.08
4091,1489,147,2,51.41,-1.0,103.82
4092,1490,67,2,4.58,2.31,6.85
4093,1490,237,2,58.01,1.24,114.78
4094,1490,410,1,83.06,-0.92,83.98
4095,1490,247,3,9.95,-1.0,30.85
4096,1490,575,4,34.1,3.19,133.21
4097,1490,224,1,32.62,1.36,31.26
4098,1491,977,1,49.16,2.85,46.31
4099,1491,623,1,36.1,0.35,35.75
4100,1492,126,1,73.98,-1.0,74.98
4101,1492,971,1,11.55,-1.0,12.55
4102,1492,42,4,18.65,2.88,71.72
4103,1492,196,1,3.2,-1.0,4.2
4104,1493,801,3,20.81,-1.0,63.43
4105,1493,61,2,12.61,9.52,15.7
4106,1493,305,1,10.9,-1.0,11.9
4107,1493,41,1,30.49,4.06,26.43
4108,1494,58,1,40.62,-1.0,41.62
4109,1494,151,1,2.4,1.99,0.41
4110,1494,165,4,3.21,1.97,10.87
4111,1495,242,1,23.51,2.55,20.96
4112,1495,1050,1,3.63,4.15,-0.52
4113,1495,492,3,30.21,1.43,89.2
4114,1496,22,2,39.76,-0.26,79.78
4115,1497,891,3,22.15,2.94,63.51
4116,1498,87,1,56.82,0.28,56.54
4117,1498,30,1,9.49,4.98,4.51
4118,1498,785,1,44.11,2.3,41.81
4119,1498,340,1,20.26,1.09,19.17
4120,1499,1110,2,66.96,2.57,131.35
4121,1499,31,2,57.79,-1.0,116.58
4122,1499,322,3,79.64,2.3,236.62
4123,1500,1190,2,37.02,-1.0,75.04
4124,1500,889,2,66.15,0.71,131.59
4125,1500,833,2,68.41,-1.0,137.82
4126,1501,98,1,58.82,-0.36,59.18
4127,1501,239,2,12.09,1.17,23.01
4128,1501,711,2,82.45,-1.0,165.9
4129,1502,123,1,58.59,-1.0,59.59
4130,1502,874,2,33.34,-1.0,67.68
4131,1502,340,2,20.26,3.23,37.29
4132,1502,588,2,10.23,2.21,18.25
4133,1503,884,4,28.85,0.82,114.58
4134,1503,63,4,3.13,2.66,9.86
4135,1503,1197,1,2.4,2.54,-0.14
4136,1504,1046,3,38.45,-1.0,116.35
4137,1504,320,1,4.35,1.02,3.33
4138,1504,324,1,88.04,-1.0,89.04
4139,1504,975,1,54.06,-1.0,55.06
4140,1505,821,1,50.03,3.67,46.36
4141,1505,998,4,66.12,-1.0,265.48
4142,1505,644,2,28.52,0.83,56.21
4143,1506,812,1,25.45,0.75,24.7
4144,1507,1176,3,69.09,-1.0,208.27
4145,1507,617,7,55.71,1.83,388.14
4146,1507,495,2,37.03,-1.0,75.06
4147,1507,1115,1,3.19,0.52,2.67
4148,1507,1009,3,51.14,-1.0,154.42
4149,1508,789,2,16.52,-1.0,34.04
4150,1508,473,2,16.87,0.12,33.62
4151,1508,625,4,58.87,-1.0,236.48
4152,1509,836,2,36.16,-1.0,73.32
4153,1509,733,1,32.4,0.25,32.15
4154,1509,548,1,22.42,-0.05,22.47
4155,1509,928,1,7.45,-1.0,8.45
4156,1510,726,1,29.16,-1.0,30.16
4157,1510,158,3,101.86,1.62,303.96
4158,1510,183,2,130.15,-1.0,261.3
4159,1510,1000,1,10.79,-1.0,11.79
4160,1510,642,1,52.22,0.4,51.82
4161,1511,1019,2,35.16,-1.0,71.32
4162,1511,536,1,37.55,-1.0,38.55
4163,1512,423,1,4.06,-1.0,5.06
4164,1512,324,3,88.04,5.3,258.82
4165,1513,78,2,23.81,0.64,46.98
4166,1513,793,3,14.9,-0.38,45.08
4167,1513,935,1,31.23,0.14,31.09
4168,1514,888,1,29.29,-1.0,30.29
4169,1514,1051,2,65.53,0.4,130.66
4170,1514,983,1,31.23,-1.0,32.23
4171,1515,695,1,26.26,4.61,21.65
4172,1515,131,2,53.89,1.85,105.93
4173,1515,898,1,88.77,5.18,83.59
4174,1515,712,5,72.02,3.1,357.0
4175,1515,917,1,69.0,-1.0,70.0
4176,1516,691,1,14.22,2.58,11.64
4177,1516,349,2,51.16,2.84,99.48
4178,1517,274,1,24.89,-1.0,25.89
4179,1517,136,2,10.4,2.64,18.16
4180,1518,453,2,54.06,-1.0,109.12
4181,1519,1055,4,5.04,4.89,15.27
4182,1519,223,2,6.34,-0.35,13.03
4183,1519,301,2,2.86,-1.0,6.72
4184,1519,215,3,53.16,2.84,156.64
4185,1519,521,1,30.25,-1.0,31.25
4186,1520,183,1,130.15,3.51,126.64
4187,1520,1051,1,65.53,-0.51,66.04
4188,1521,1068,1,8.65,2.85,5.8
4189,1521,385,6,33.31,0.17,199.69
4190,1522,110,3,116.13,3.95,344.44
4191,1523,500,6,23.49,-1.0,141.94
4192,1523,37,4,44.04,-1.0,177.16
4193,1524,35,1,81.02,1.24,79.78
4194,1524,587,1,44.37,3.48,40.89
4195,1524,92,3,107.77,-1.0,324.31
4196,1524,585,6,96.46,-1.0,579.76
4197,1524,792,1,20.06,1.58,18.48
4198,1525,420,1,49.67,-1.0,50.67
4199,1525,1135,1,78.59,-1.0,79.59
4200,1526,806,1,75.66,-1.0,76.66
4201,1526,147,1,51.41,-1.0,52.41
4202,1526,1189,6,3.29,-1.0,20.74
4203,1526,1092,1,17.32,3.46,13.86
4204,1526,283,1,19.29,2.11,17.18
4205,1526,137,3,12.36,4.83,32.25
4206,1527,525,4,22.26,0.24,88.8
4207,1527,1059,2,88.68,5.03,172.33
4208,1528,766,1,2.4,-0.1,2.5
4209,1528,1067,2,51.72,-1.0,104.44
4210,1529,1007,1,138.17,-1.0,139.17
4211,1529,37,1,44.04,2.66,41.38
4212,1529,837,1,20.69,4.41,16.28
4213,1529,416,1,89.12,-0.61,89.73
4214,1530,1187,3,31.26,1.29,92.49
4215,1530,259,1,24.76,2.13,22.63
4216,1531,779,1,20.88,1.68,19.2
4217,1531,1181,4,37.26,2.99,146.05
4218,1531,915,3,20.52,-1.0,62.56
4219,1531,355,4,75.34,0.93,300.43
4220,1532,1156,2,23.45,-1.0,47.9
4221,1532,659,1,35.46,-1.0,36.46
4222,1532,984,3,30.16,-1.0,91.48
4223,1533,509,1,47.92,-1.0,48.92
4224,1533,782,2,79.31,-1.0,159.62
4225,1533,631,3,3.66,0.51,10.47
4226,1534,740,1,5.12,1.15,3.97
4227,1534,810,1,37.42,-1.0,38.42
4228,1535,1013,1,72.4,2.41,69.99
4229,1535,432,1,17.86,3.28,14.58
4230,1536,758,1,6.55,2.72,3.83
4231,1536,1076,1,22.14,2.04,20.1
4232,1537,970,1,4.24,-1.0,5.24
4233,1537,278,2,3.93,-1.0,8.86
4234,1537,356,2,36.12,-1.0,73.24
4235,1537,1037,3,47.85,-1.0,144.55
4236,1537,1144,1,33.23,-1.0,34.23
4237,1538,677,1,61.66,2.08,59.58
4238,1538,488,1,67.49,-1.0,68.49
4239,1538,1111,1,60.11,2.06,58.05
4240,1539,119,3,20.28,-1.0,61.84
4241,1540,1007,1,138.17,2.59,135.58
4242,1540,1159,1,2.4,-1.0,3.4
4243,1541,907,2,10.33,1.26,19.4
4244,1541,449,1,52.13,-1.0,53.13
4245,1542,405,1,3.72,-1.0,4.72
4246,1543,425,2,2.4,-1.0,5.8
4247,1543,263,1,21.53,0.41,21.12
4248,1543,324,2,88.04,-0.33,176.41
4249,1543,1086,1,24.87,6.09,18.78
4250,1544,704,1,77.57,-1.0,78.57
4251,1545,179,2,3.29,1.21,5.37
4252,1545,264,1,35.99,2.6,33.39
4253,1546,35,1,81.02,-1.0,82.02
4254,1547,969,4,62.19,3.11,245.65
4255,1547,1006,3,39.24,0.58,117.14
4256,1547,798,1,39.22,2.87,36.35
4257,1548,983,1,31.23,0.96,30.27
4258,1548,385,1,33.31,0.43,32.88
4259,1548,1101,1,9.88,2.44,7.44
4260,1548,1094,1,51.56,-0.86,52.42
4261,1549,893,1,41.47,1.04,40.43
4262,1549,195,3,25.73,-0.13,77.32
4263,1550,1006,1,39.24,-1.0,40.24
4264,1550,448,1,31.6,1.92,29.68
4265,1551,156,2,50.99,-1.0,102.98
4266,1551,1102,2,59.43,6.37,112.49
4267,1551,730,1,9.69,1.62,8.07
4268,1552,623,3,36.1,-1.0,109.3
4269,1552,1099,2,34.92,-0.21,70.05
4270,1552,185,1,40.41,1.57,38.84
4271,1553,1086,1,24.87,0.01,24.86
4272,1553,426,2,15.05,-1.0,31.1
4273,1554,1079,1,37.81,-1.0,38.81
4274,1555,21,1,59.16,-1.0,60.16
4275,1556,855,1,70.08,-0.69,70.77
4276,1556,404,1,54.66,3.51,51.15
4277,1556,438,3,43.72,-1.0,132.16
4278,1557,1155,1,3.56,1.27,2.29
4279,1557,233,2,35.63,0.34,70.92
4280,1557,195,1,25.73,-1.0,26.73
4281,1558,96,2,3.58,-1.0,8.16
4282,1558,841,2,4.74,2.18,7.3
4283,1559,117,1,59.23,-1.0,60.23
4284,1559,1190,1,37.02,-0.94,37.96
4285,1560,190,1,34.81,2.26,32.55
4286,1560,714,1,26.89,1.87,25.02
4287,1561,676,1,11.09,-1.0,12.09
4288,1561,471,1,2.4,1.14,1.26
4289,1562,36,1,34.03,1.54,32.49
4290,1562,867,3,75.14,5.49,219.93
4291,1562,212,2,47.55,0.52,94.58
4292,1562,306,1,40.65,1.3,39.35
4293,1563,430,1,7.08,3.89,3.19
4294,1563,692,1,3.44,-1.0,4.44
4295,1564,773,1,9.79,1.02,8.77
4296,1564,1109,2,108.05,2.27,213.83
4297,1565,1024,2,36.36,-1.0,73.72
4298,1565,690,1,85.22,-1.0,86.22
4299,1565,490,1,18.42,-1.0,19.42
4300,1565,1108,1,3.85,0.87,2.98
4301,1566,422,1,7.14,3.76,3.38
4302,1566,605,8,22.03,-1.0,177.24
4303,1566,623,1,36.1,-1.0,37.1
4304,1566,355,2,75.34,-1.0,151.68
4305,1566,716,1,71.36,6.1,65.26
4306,1566,830,3,31.46,-1.0,95.38
4307,1567,431,3,17.02,-1.0,52.06
4308,1567,23,1,33.43,0.46,32.97
4309,1568,776,3,54.77,-1.0,165.31
4310,1568,212,1,47.55,-1.0,48.55
4311,1568,480,1,14.5,0.34,14.16
4312,1568,1098,1,3.19,0.94,2.25
4313,1568,235,1,42.43,-1.0,43.43
4314,1569,86,6,40.27,0.7,240.92
4315,1570,1017,1,58.05,2.21,55.84
4316,1570,1037,2,47.85,3.33,92.37
4317,1570,249,1,25.06,-0.21,25.27
4318,1570,234,3,3.95,-1.0,12.85
4319,1570,949,1,51.62,3.57,48.05
4320,1571,709,1,4.93,2.1,2.83
4321,1571,704,2,77.57,4.41,150.73
4322,1571,991,2,41.12,2.94,79.3
4323,1572,907,1,10.33,-1.0,11.33
4324,1572,404,1,54.66,-0.64,55.3
4325,1572,10,2,55.34,1.13,109.55
4326,1573,339,1,23.66,-0.23,23.89
4327,1573,260,2,35.28,-1.0,71.56
4328,1574,796,2,30.02,-1.0,61.04
4329,1574,530,4,70.22,4.4,276.48
4330,1574,73,3,3.28,3.05,6.79
4331,1575,1041,1,79.9,-1.0,80.9
4332,1575,119,1,20.28,-1.0,21.28
4333,1575,123,1,58.59,-1.0,59.59
4334,1576,1109,2,108.05,-1.0,217.1
4335,1576,680,1,12.97,2.93,10.04
4336,1577,996,2,39.7,-1.0,80.4
4337,1577,1009,2,51.14,0.54,101.74
4338,1578,166,1,80.99,-1.0,81.99
4339,1578,20,1,14.69,0.22,14.47
4340,1579,487,1,53.02,-1.0,54.02
4341,1579,45,1,66.36,-1.0,67.36
4342,1579,359,1,34.85,0.44,34.41
4343,1580,476,2,28.73,1.82,55.64
4344,1580,533,3,29.33,0.72,87.27
4345,1580,111,1,40.5,-1.0,41.5
4346,1581,259,3,24.76,-1.0,75.28
4347,1581,103,1,43.82,1.38,42.44
4348,1581,768,1,3.74,2.58,1.16
4349,1582,256,1,39.21,-1.0,40.21
4350,1582,705,1,15.18,-0.48,15.66
4351,1582,574,2,43.9,0.63,87.17
4352,1582,876,2,36.4,-1.0,73.8
4353,1582,400,2,35.13,-0.62,70.88
4354,1583,1,1,67.0,0.41,66.59
4355,1584,1167,1,37.81,-1.0,38.81
4356,1584,1121,1,57.5,-1.0,58.5
4357,1584,537,2,100.9,0.16,201.64
4358,1584,73,1,3.28,4.93,-1.65
4359,1584,691,3,14.22,-1.0,43.66
4360,1585,708,2,57.95,-1.0,116.9
4361,1586,451,1,75.64,2.21,73.43
4362,1586,306,1,40.65,3.53,37.12
4363,1586,125,3,22.02,2.18,63.88
4364,1587,586,1,37.74,-1.0,38.74
4365,1587,504,1,20.41,-0.48,20.89
4366,1588,658,1,40.83,-1.0,41.83
4367,1588,541,2,47.51,0.21,94.81
4368,1588,1166,2,22.07,2.65,41.49
4369,1589,1142,3,13.78,3.16,38.18
4370,1590,1192,2,33.73,0.16,67.3
4371,1591,1073,1,66.84,1.33,65.51
4372,1591,1090,3,9.59,2.7,26.07
4373,1591,6,6,7.34,0.22,43.82
4374,1591,1076,2,22.14,1.58,42.7
4375,1591,333,1,4.37,0.03,4.34
4376,1591,286,1,35.36,3.63,31.73
4377,1592,692,1,3.44,-1.0,4.44
4378,1592,651,1,27.57,2.02,25.55
4379,1593,848,1,30.0,-1.0,31.0
4380,1593,1031,1,60.12,7.43,52.69
4381,1594,537,2,100.9,3.08,198.72
4382,1594,998,4,66.12,5.0,259.48
4383,1594,855,1,70.08,-1.0,71.08
4384,1594,832,2,37.11,1.79,72.43
4385,1595,863,1,41.58,2.8,38.78
4386,1595,576,2,77.05,-1.0,155.1
4387,1595,853,3,36.62,-1.0,110.86
4388,1596,732,3,102.79,0.01,308.36
4389,1597,303,2,77.17,0.51,153.83
4390,1597,814,1,28.26,0.92,27.34
4391,1598,11,1,17.51,5.21,12.3
4392,1598,1042,1,17.73,3.73,14.0
4393,1598,233,1,35.63,2.34,33.29
4394,1599,987,1,35.85,3.66,32.19
4395,1600,422,8,7.14,-1.0,58.12
4396,1600,880,2,19.97,0.8,39.14
4397,1600,538,5,30.06,1.67,148.63
4398,1601,841,1,4.74,-1.0,5.74
4399,1601,108,2,59.08,-0.72,118.88
4400,1602,885,1,5.39,2.44,2.95
4401,1602,834,1,36.8,-1.0,37.8
4402,1603,1090,3,9.59,1.3,27.47
4403,1603,173,1,26.4,-1.0,27.4
4404,1603,547,1,54.53,3.78,50.75
4405,1604,345,1,5.71,1.05,4.66
4406,1604,1188,1,10.29,-1.0,11.29
4407,1604,388,1,45.78,-0.51,46.29
4408,1605,774,1,20.12,-1.0,21.12
4409,1605,706,3,80.2,2.73,237.87
4410,1606,637,4,30.96,0.41,123.43
4411,1607,881,2,27.47,-0.32,55.26
4412,1607,109,1,25.5,-0.95,26.45
4413,1608,371,2,30.41,-1.0,61.82
