order_id,customer_id,order_date,status,shipping_method,shipping_cost,discount_amount,tax_amount,total_amount,currency,promo_code,channel,items_sum
2067,3356,2025-08-11 20:04:55,completed,express,2.43,0.51,4.95,68.8,EUR,SPRING15,marketplace,61.93
2068,3882,2025-02-01 00:17:50,completed,express,3.43,10.67,29.41,389.82,USD,WELCOME10,marketplace,367.65
2069,3736,2025-07-14 01:43:35,completed,standard,10.02,20.71,20.2,261.96,USD,,mobile,252.45
2070,2267,2024-10-14 18:18:09,completed,express,14.57,13.16,29.63,327.38,MAD,,web,296.34
2071,457,2024-02-12 02:59:26,completed,standard,2.97,-5.0,1.73,31.36,USD,,web,21.66
2072,87,2025-06-19 12:34:34,pending,priority,10.74,3.98,23.2,319.93,GBP,,web,289.96999999999997
2073,306,2025-02-10 08:54:26,completed,express,10.66,-2.11,21.91,308.6,EUR,,web,273.92
2074,2183,2025-02-12 12:15:55,pending,express,2.69,9.92,41.58,554.12,USD,,web,519.77
2075,3000,2025-05-29 05:08:39,completed,express,16.33,25.71,25.35,332.87,USD,,mobile,316.90000000000003
2076,3935,2024-07-18 14:50:50,returned,express,3.02,15.59,24.57,0.0,EUR,,marketplace,307.14
2077,4932,2024-07-09 08:56:17,completed,standard,9.55,-3.24,10.62,156.14,GBP,,web,132.73000000000002
2078,2404,2024-05-27 05:57:40,completed,standard,3.31,11.63,2.01,18.78,USD,,mobile,25.09
2079,4580,2025-04-01 16:32:16,pending,standard,3.81,20.09,1.22,0.23,USD,WELCOME10,web,15.29
2080,2187,2023-10-22 07:34:42,completed,standard,16.03,-5.0,2.12,49.65,EUR,,mobile,26.5
2081,619,2025-08-09 06:04:17,completed,express,3.29,0.88,0.48,8.85,USD,FREESHIP,web,5.96
2082,3826,2025-02-12 01:52:10,completed,express,2.76,21.57,1.84,6.08,EUR,,mobile,23.05
2083,3786,2023-01-18 11:49:25,shipped,standard,4.4,-0.6,6.78,96.57,USD,,web,84.78999999999999
2084,382,2024-09-27 01:34:44,shipped,standard,0.95,13.86,8.9,107.27,USD,,marketplace,111.28
2085,1583,2023-05-18 15:38:48,shipped,express,2.48,30.85,11.02,120.36,EUR,,web,137.71
2086,831,2023-01-29 08:39:08,completed,standard,0.9,-0.73,0.34,6.17,USD,,web,4.2
2087,1080,2023-12-25 17:14:31,completed,priority,5.2,2.83,7.71,87.22,MAD,,web,77.14
2088,223,2025-04-21 11:42:18,completed,standard,7.78,7.03,25.23,341.38,USD,,web,315.4
2089,1741,2024-11-13 23:10:29,completed,standard,7.78,13.11,12.56,164.25,USD,SPRING15,web,157.01999999999998
2090,762,2025-07-04 05:44:57,completed,standard,9.69,20.68,18.09,233.27,USD,WELCOME10,mobile,226.17000000000002
2091,1988,2024-11-09 02:37:59,completed,standard,7.94,22.86,5.97,65.71,EUR,,web,74.66
2092,2387,2024-09-15 03:00:21,completed,standard,12.12,9.63,19.04,259.58,USD,VIP20,mobile,238.05
2093,3426,2024-07-08 14:26:11,completed,standard,9.46,-2.8,46.42,522.84,MAD,VIP20,web,464.15999999999997
2094,4186,2025-03-31 15:42:40,completed,standard,14.58,3.36,3.89,63.73,USD,,web,48.62
2095,35,2024-12-10 19:14:50,completed,standard,13.59,2.95,34.06,470.41,GBP,,marketplace,425.71000000000004
2096,3348,2024-08-12 22:57:57,completed,standard,5.78,22.1,8.95,82.08,MAD,,web,89.45
2097,22,2024-08-07 17:05:59,pending,standard,11.94,7.66,18.08,248.39,USD,,web,226.03
2098,862,2024-06-29 03:00:17,completed,standard,3.46,10.11,3.5,40.6,USD,,mobile,43.75
2099,604,2025-05-30 13:26:22,completed,standard,8.4,-0.57,6.2,92.67,USD,,marketplace,77.5
2100,3700,2023-01-18 23:45:25,completed,express,5.11,-5.0,8.07,119.05,EUR,,mobile,100.86999999999999
2101,1413,2023-03-04 05:25:08,completed,standard,10.02,11.08,12.07,161.83,GBP,,web,150.82
2102,2054,2024-06-19 22:31:27,completed,pickup,18.89,-1.43,17.51,256.73,USD,,web,218.89999999999998
2103,1173,2023-08-01 02:02:17,completed,standard,2.05,18.38,29.48,381.61,EUR,,web,368.46
2104,701,2025-08-22 14:15:00,shipped,standard,10.3,-5.0,36.1,502.68,EUR,,web,451.28
2105,1679,2024-12-26 10:33:33,completed,standard,0.7,9.63,14.58,187.93,USD,,mobile,182.28
2106,1056,2024-11-24 07:54:06,completed,standard,6.89,-5.0,14.54,208.15,EUR,,mobile,181.72
2107,3831,2025-06-15 12:09:26,completed,standard,13.71,-5.0,14.54,215.06,USD,,web,181.81
2108,4297,2023-06-03 16:23:30,completed,standard,7.24,1.17,35.32,482.83,USD,,mobile,441.43999999999994
2109,4584,2025-06-22 21:20:09,completed,express,7.46,4.89,12.04,165.13,EUR,,web,150.51999999999998
2110,1057,2023-07-13 23:39:14,completed,standard,1.71,19.36,10.61,125.6,USD,,web,132.64000000000001
2111,3999,2024-10-02 20:35:01,completed,priority,29.51,1.5,6.17,95.84,MAD,,web,61.66
2112,4456,2024-06-09 10:48:06,cancelled,express,8.18,1.18,3.05,0.0,USD,,marketplace,38.09
2113,4030,2023-08-02 04:24:53,pending,standard,5.72,7.58,53.42,585.73,MAD,,marketplace,534.17
2114,449,2023-02-26 15:56:03,completed,standard,15.62,18.98,18.55,247.05,USD,,mobile,231.86
2115,2605,2025-01-07 16:09:04,completed,standard,11.04,-2.22,24.02,337.53,EUR,,marketplace,300.25
2116,4,2025-08-01 08:09:09,cancelled,standard,12.37,4.73,3.91,0.0,USD,SPRING15,web,48.83
2117,1571,2025-04-03 02:34:59,completed,express,11.07,-5.0,7.08,111.64,USD,,marketplace,88.49000000000001
2118,3056,2024-12-09 06:13:51,completed,pickup,4.57,3.69,13.73,186.25,USD,,web,171.64
2119,1562,2025-08-10 16:20:49,cancelled,pickup,10.28,7.82,17.56,0.0,USD,,marketplace,219.44
2120,4608,2025-05-11 20:07:48,completed,standard,11.93,-5.0,2.4,49.31,USD,WELCOME10,web,29.979999999999997
2121,4426,2024-01-31 21:37:47,shipped,standard,24.15,4.17,35.66,501.35,USD,,marketplace,445.71
2122,1031,2023-05-20 05:52:27,returned,pickup,10.3,-0.8,7.89,0.0,USD,,web,98.58
2123,2884,2023-03-13 21:18:49,completed,express,3.78,19.99,26.36,339.65,USD,,web,329.5
2124,2789,2025-01-14 16:05:59,completed,standard,8.63,15.81,3.83,44.52,GBP,,web,47.87
2125,2342,2023-12-04 05:44:05,cancelled,pickup,1.59,-4.34,18.59,0.0,USD,,mobile,232.33
2126,512,2024-06-12 20:22:21,pending,standard,12.73,-5.0,34.27,480.37,GBP,WELCOME10,web,428.37
2127,2872,2024-03-08 06:39:08,completed,standard,3.82,9.12,6.94,88.43,USD,,mobile,86.79
2128,3775,2025-03-16 22:59:49,completed,standard,2.02,3.89,0.2,0.82,USD,,mobile,2.49
2129,1229,2024-08-29 03:15:50,cancelled,express,12.09,23.81,5.94,0.0,EUR,,web,74.31
2130,2988,2024-05-21 03:45:07,completed,standard,7.91,-5.0,17.82,253.44,USD,,web,222.70999999999998
2131,2617,2023-11-07 03:08:29,completed,standard,20.17,12.37,-0.07,6.91,EUR,WELCOME10,mobile,-0.82
2132,197,2023-10-15 10:21:55,completed,pickup,15.35,23.64,1.18,7.66,USD,,web,14.77
2133,4019,2024-10-05 05:29:44,cancelled,standard,12.54,6.71,16.51,0.0,USD,,web,206.33
2134,1122,2024-08-15 12:05:15,completed,express,0.95,12.59,8.52,103.32,USD,,mobile,106.44
2135,4970,2025-08-27 10:43:54,completed,standard,1.49,5.41,4.49,56.7,USD,VIP20,web,56.13
2136,1247,2025-08-28 17:16:26,completed,standard,1.49,2.54,62.58,843.73,USD,SPRING15,web,782.2
2137,343,2023-04-13 09:01:56,completed,express,9.25,12.7,12.37,163.49,USD,SPRING15,web,154.57
2138,1195,2024-04-09 05:59:08,cancelled,standard,11.57,16.36,4.18,0.0,USD,,mobile,52.28
2139,1489,2023-06-09 00:39:25,completed,express,3.26,10.75,23.07,303.9,EUR,VIP20,mobile,288.32
2140,1681,2023-06-21 23:07:16,pending,standard,14.41,7.79,2.32,37.96,GBP,,web,29.02
2141,757,2024-07-22 17:28:51,completed,pickup,9.7,18.86,1.57,11.98,USD,WELCOME10,web,19.57
2142,3450,2025-04-13 18:12:17,completed,standard,7.17,-5.0,15.26,218.17,GBP,,mobile,190.74
2143,2752,2024-11-05 03:12:56,completed,express,1.56,17.43,14.13,174.87,EUR,,web,176.61
2144,4656,2024-12-12 00:36:29,completed,standard,4.72,8.14,4.96,63.59,USD,,mobile,62.05
2145,4895,2023-09-27 02:58:21,shipped,express,19.77,5.9,15.92,228.79,GBP,,web,199.0
2146,4634,2023-04-10 09:59:57,pending,standard,6.58,8.92,8.94,118.29,GBP,SPRING15,web,111.69
2147,3098,2024-04-19 19:07:20,completed,standard,5.21,-0.25,6.45,92.54,USD,,mobile,80.63
2148,2136,2025-01-26 11:16:22,cancelled,express,0.88,-5.0,10.03,0.0,EUR,,web,125.32
2149,3399,2023-01-04 16:29:32,completed,standard,11.94,5.56,23.81,327.82,GBP,,web,297.63
2150,2566,2024-07-18 03:02:57,completed,standard,4.43,9.88,16.5,217.31,USD,,web,206.26
2151,1712,2024-05-19 01:46:25,cancelled,standard,17.53,13.44,25.52,0.0,USD,WELCOME10,web,318.96
2152,2736,2025-04-15 09:49:26,completed,pickup,13.83,-5.0,22.05,316.54,GBP,,marketplace,275.65999999999997
2153,1800,2024-09-01 09:10:21,completed,express,17.67,-5.0,31.47,447.55,GBP,,web,393.41
2154,814,2023-02-20 02:16:40,completed,standard,2.8,-5.0,19.03,264.74,EUR,,web,237.91
2155,387,2023-10-12 23:03:59,completed,standard,1.92,-5.0,8.92,127.39,USD,,marketplace,111.55
2156,3776,2024-08-11 04:01:43,completed,pickup,15.67,2.91,17.09,243.48,EUR,,web,213.63
2157,197,2023-05-01 15:20:15,returned,express,4.66,12.31,5.19,0.0,GBP,,web,64.85000000000001
2158,2324,2024-05-17 17:44:54,shipped,standard,5.77,2.41,29.33,399.27,USD,,marketplace,366.58
2159,1605,2023-05-07 11:48:40,completed,express,4.54,2.74,18.76,255.06,USD,,marketplace,234.5
2160,2152,2024-04-27 23:32:39,completed,priority,9.75,-5.0,17.3,248.35,EUR,,web,216.29999999999998
2161,2291,2024-03-06 22:44:36,completed,express,13.19,-5.0,8.79,136.83,USD,,web,109.85
2162,3024,2025-08-08 00:47:48,completed,express,13.77,16.78,10.12,133.64,GBP,,marketplace,126.53
2163,4370,2024-07-04 16:45:07,completed,priority,11.73,-1.74,23.63,332.53,GBP,,mobile,295.43
2164,3556,2025-07-18 04:34:03,pending,standard,1.78,-5.0,19.11,264.75,EUR,SPRING15,mobile,238.86
2165,2884,2024-11-04 09:22:21,completed,pickup,3.55,15.81,24.62,258.51,MAD,WELCOME10,web,246.15
2166,294,2024-01-07 09:36:01,completed,express,4.38,3.75,11.51,155.97,USD,SPRING15,web,143.82999999999998
2167,4293,2025-05-16 19:01:48,pending,standard,7.38,-5.0,6.71,102.99,USD,SPRING15,web,83.9
2168,2114,2025-04-24 11:04:08,pending,pickup,10.14,11.02,29.08,391.76,USD,,web,363.56
2169,1750,2023-12-04 21:00:26,completed,standard,0.47,12.49,13.62,171.89,GBP,WELCOME10,mobile,170.29
2170,4880,2024-02-24 23:38:01,completed,standard,3.99,29.46,24.34,303.09,EUR,,web,304.22
2171,3060,2024-03-16 20:22:46,completed,express,3.28,-5.0,38.04,521.84,EUR,,web,475.52
2172,4620,2023-02-21 12:27:34,completed,express,11.25,0.65,25.52,355.16,USD,,marketplace,319.03999999999996
2173,2718,2025-03-18 15:44:24,completed,express,0.47,8.01,1.07,6.85,USD,FREESHIP,web,13.32
2174,2081,2025-04-20 15:47:21,completed,standard,12.1,-5.0,15.26,223.1,USD,,marketplace,190.73999999999998
2175,4084,2023-02-12 05:17:28,completed,standard,7.44,-5.0,30.24,420.74,USD,,mobile,378.06
2176,1220,2023-11-24 08:31:58,completed,standard,1.21,-1.55,25.31,344.45,USD,,web,316.38
2177,3492,2023-10-13 00:12:33,completed,priority,7.39,11.77,14.75,194.73,USD,,web,184.36
2178,218,2025-03-29 15:44:13,completed,standard,8.91,6.16,12.75,174.92,USD,WELCOME10,web,159.42
2179,2351,2025-08-12 18:27:42,completed,standard,7.49,3.27,3.23,47.79,USD,,web,40.34
2180,4981,2025-05-25 22:18:58,returned,standard,10.7,-5.0,1.86,0.0,USD,,web,23.22
2181,2629,2024-01-12 13:09:11,cancelled,standard,12.57,-5.0,9.47,0.0,USD,,mobile,118.32
2182,2282,2023-12-07 00:43:13,completed,express,8.22,3.02,10.62,148.59,GBP,SPRING15,web,132.77
2183,3826,2023-09-10 08:18:06,completed,standard,0.76,26.02,5.75,52.35,EUR,,web,71.86
2184,2899,2023-08-24 13:46:40,completed,standard,6.01,14.87,12.44,159.12,USD,,mobile,155.54000000000002
2185,425,2023-08-04 12:48:55,completed,pickup,14.78,0.95,8.58,129.64,USD,VIP20,marketplace,107.23
2186,2773,2025-01-04 06:40:07,pending,express,1.05,6.69,13.62,178.26,USD,,web,170.28
2187,3290,2024-04-06 11:30:07,completed,standard,4.0,-5.0,8.86,128.67,USD,,marketplace,110.81
2188,519,2025-01-21 02:13:43,completed,standard,4.52,17.77,22.69,293.11,USD,,web,283.67
2189,453,2025-04-10 08:52:59,completed,standard,8.39,12.92,21.78,289.54,GBP,,web,272.28999999999996
2190,367,2023-11-02 00:58:50,completed,express,9.28,8.63,8.17,110.98,USD,,web,102.16
2191,4901,2023-11-07 19:44:30,completed,express,14.88,2.83,22.66,317.94,USD,,web,283.23
2192,4159,2025-01-04 15:44:23,completed,express,21.57,12.62,9.75,140.59,GBP,,mobile,121.88999999999999
2193,2830,2023-04-11 20:38:41,completed,express,20.63,1.93,5.45,78.69,MAD,SPRING15,web,54.54
2194,4301,2023-07-17 13:08:46,completed,standard,4.87,7.17,5.29,69.06,USD,,web,66.07
2195,3218,2025-05-16 13:20:41,shipped,express,4.18,-2.17,49.81,678.74,USD,,mobile,622.58
2196,2869,2025-02-25 11:39:10,cancelled,express,14.36,7.59,32.38,0.0,USD,,mobile,404.7
2197,1895,2023-04-26 10:41:07,completed,standard,5.61,14.52,19.0,247.57,EUR,,web,237.48000000000002
2198,1604,2024-03-12 08:26:22,completed,express,4.94,5.18,11.88,160.1,USD,,mobile,148.46
2199,3325,2023-11-10 18:13:44,pending,express,4.45,22.29,17.28,215.39,USD,,web,215.95
2200,2199,2023-08-07 07:09:43,completed,pickup,3.23,16.63,12.17,150.88,EUR,,web,152.11
2201,3805,2025-07-16 18:24:05,pending,pickup,11.78,0.89,4.22,67.89,GBP,,web,52.78
2202,4760,2024-07-24 00:04:34,returned,priority,20.02,8.73,14.66,0.0,USD,,mobile,183.23999999999998
2203,1491,2023-03-01 17:35:52,completed,pickup,17.42,9.86,33.71,462.7,EUR,,mobile,421.42999999999995
2204,2768,2023-07-22 10:41:10,completed,express,7.88,31.34,6.98,53.36,MAD,VIP20,mobile,69.84
2205,2553,2024-10-15 03:15:08,pending,express,14.42,8.69,10.95,153.5,USD,,web,136.82
2206,1344,2025-01-29 08:08:23,completed,standard,0.61,-5.0,22.53,309.8,EUR,,web,281.65999999999997
2207,4168,2024-02-27 15:02:55,completed,standard,6.68,1.79,18.22,250.9,USD,,web,227.79000000000002
2208,2245,2024-12-12 21:48:41,completed,standard,4.33,7.38,18.93,252.55,USD,,web,236.67
2209,4681,2023-01-18 01:43:56,completed,standard,10.21,5.71,4.55,65.95,EUR,,web,56.9
2210,3342,2023-06-02 02:10:43,cancelled,standard,8.27,20.56,6.11,0.0,USD,,mobile,76.43
2211,1397,2024-11-24 09:35:50,completed,standard,8.55,-1.91,5.82,89.02,EUR,,web,72.74000000000001
2212,1385,2024-05-08 00:18:30,completed,standard,11.41,20.79,14.91,191.93,USD,,web,186.4
2213,4868,2025-06-27 03:10:13,completed,standard,11.78,10.44,4.76,53.74,MAD,,web,47.64
2214,3859,2024-11-06 01:54:30,completed,pickup,4.82,6.47,3.12,40.43,USD,,web,38.96
2215,4509,2023-01-14 19:31:17,completed,standard,9.33,-5.0,2.83,52.51,USD,,web,35.35
2216,1226,2025-08-10 01:23:29,completed,standard,0.31,-5.0,22.18,304.7,USD,,web,277.21
2217,1274,2023-05-27 20:25:57,completed,standard,11.78,-5.0,17.76,212.18,MAD,,mobile,177.64000000000001
2218,2977,2024-07-27 01:48:18,completed,express,13.81,-1.99,27.66,389.22,USD,,marketplace,345.76
2219,331,2025-07-06 18:14:12,completed,pickup,2.12,5.15,26.79,358.62,USD,WELCOME10,marketplace,334.86
2220,3516,2023-03-19 15:54:43,completed,express,5.24,10.11,3.33,40.12,USD,,mobile,41.66
2221,4857,2024-01-27 02:55:40,completed,standard,15.55,4.41,4.6,73.22,USD,,web,57.480000000000004
2222,2279,2024-07-17 18:40:59,completed,standard,2.56,19.84,3.88,35.11,EUR,,marketplace,48.51
2223,2539,2024-04-05 12:28:45,completed,standard,8.91,15.87,15.41,201.02,GBP,,web,192.57
2224,1830,2023-09-07 13:35:50,completed,express,21.53,-5.0,0.78,37.11,USD,,web,9.8
2225,4658,2025-05-01 06:04:50,pending,standard,4.78,-5.0,6.0,90.82,USD,,mobile,75.03999999999999
2226,1230,2023-09-22 18:47:06,completed,standard,9.76,16.0,7.76,98.55,GBP,WELCOME10,mobile,97.03
2227,1579,2024-05-30 03:26:17,pending,standard,14.71,16.68,7.42,98.19,EUR,,marketplace,92.74000000000001
2228,3666,2023-11-14 07:47:28,completed,standard,10.09,3.91,4.41,65.69,USD,WELCOME10,web,55.099999999999994
2229,2824,2024-12-10 01:34:20,completed,express,5.07,17.68,14.21,179.27,USD,,marketplace,177.67
2230,3000,2023-02-28 15:55:48,completed,standard,12.71,12.04,4.97,67.82,USD,,mobile,62.18
2231,3403,2023-04-18 11:35:57,completed,pickup,7.1,8.83,0.83,9.49,GBP,,web,10.39
2232,4782,2025-08-16 10:10:06,completed,standard,5.23,6.45,6.44,85.78,USD,,web,80.56
2233,2298,2024-01-28 04:51:14,completed,express,6.5,20.03,26.07,338.44,USD,WELCOME10,web,325.9
2234,389,2025-02-08 20:36:25,completed,priority,10.64,15.05,3.26,31.45,MAD,,web,32.6
2235,2859,2024-02-20 04:56:21,completed,express,0.65,11.56,25.47,332.95,USD,,web,318.39
2236,738,2023-02-25 00:13:10,completed,standard,27.2,12.8,12.04,176.91,USD,,web,150.47
2237,3970,2023-10-07 03:44:20,returned,standard,2.92,3.23,15.88,0.0,USD,,web,198.53
2238,3979,2024-03-13 12:51:09,completed,standard,4.92,1.36,34.74,472.54,USD,,web,434.24
2239,4204,2024-09-08 18:17:39,completed,standard,6.24,11.08,4.7,58.67,USD,SPRING15,web,58.81
2240,3332,2023-12-27 09:10:06,completed,express,13.76,1.96,1.35,30.02,USD,WELCOME10,mobile,16.87
2241,889,2023-01-19 15:08:33,cancelled,standard,6.94,11.82,21.63,0.0,USD,WELCOME10,web,270.33
2242,1739,2024-05-30 19:10:07,completed,standard,7.91,17.67,10.98,138.44,USD,SPRING15,web,137.22
2243,1032,2024-07-01 11:05:43,completed,express,4.92,-5.0,53.88,737.36,USD,,marketplace,673.56
2244,956,2023-12-19 13:01:52,completed,express,4.65,-5.0,25.68,292.15,MAD,WELCOME10,web,256.82
2245,1514,2023-01-04 02:47:20,completed,express,4.86,15.8,6.18,72.55,USD,VIP20,mobile,77.31
2246,3827,2025-01-02 14:00:32,pending,standard,4.29,18.84,23.47,302.31,EUR,WELCOME10,mobile,293.39
2247,4239,2024-11-19 03:34:25,completed,express,4.61,7.71,38.4,515.3,USD,VIP20,mobile,480.0
2248,1913,2024-06-08 16:32:29,completed,standard,4.37,-5.0,77.85,1060.29,USD,,web,973.0699999999999
2249,1795,2024-06-14 16:34:03,pending,express,5.08,8.6,7.07,91.92,EUR,,marketplace,88.37
2250,3607,2024-02-06 10:05:21,completed,express,36.11,20.24,3.77,66.76,USD,,marketplace,47.12
2251,1580,2024-02-12 14:55:21,completed,standard,14.0,20.33,21.22,280.08,USD,,marketplace,265.19
2252,3469,2024-11-21 08:00:15,completed,standard,5.33,-1.46,15.51,216.12,USD,,web,193.82
2253,1952,2023-01-14 07:31:00,pending,standard,4.77,11.96,3.13,35.12,USD,WELCOME10,web,39.18
2254,1837,2025-05-02 01:28:40,completed,standard,1.78,2.52,10.93,146.87,USD,,mobile,136.68
2255,4207,2023-01-31 02:02:09,completed,standard,8.87,1.14,11.44,162.23,USD,WELCOME10,web,143.06
2256,1107,2023-06-02 11:06:10,completed,standard,0.27,2.81,6.96,91.38,USD,,marketplace,86.96
2257,4545,2024-02-17 10:17:40,completed,standard,1.13,27.95,3.15,15.66,USD,,web,39.33
2258,2839,2023-10-25 00:28:59,completed,standard,20.43,-1.72,6.14,105.08,USD,,mobile,76.79
2259,3120,2025-08-30 11:55:48,shipped,standard,31.25,16.23,10.1,151.43,USD,,web,126.31
2260,41,2023-04-23 06:46:27,completed,standard,1.5,2.99,11.19,149.52,USD,,web,139.82
2261,4256,2024-11-19 14:26:45,completed,standard,8.42,2.36,3.33,50.97,GBP,FREESHIP,web,41.58
2262,3035,2025-02-02 09:18:37,completed,pickup,5.94,30.95,20.96,257.89,USD,,mobile,261.94
2263,2363,2024-06-12 00:35:57,completed,express,15.51,22.73,32.21,427.66,USD,,marketplace,402.66999999999996
2264,1728,2025-02-14 20:01:21,completed,standard,6.05,-4.3,3.35,55.52,USD,,web,41.82
2265,2433,2023-01-17 00:06:54,returned,standard,3.82,23.29,38.79,0.0,USD,SPRING15,mobile,484.88
2266,251,2025-08-18 00:07:18,completed,standard,2.86,16.13,2.54,20.99,EUR,SPRING15,web,31.720000000000002
2267,4984,2023-11-01 05:16:35,completed,standard,8.75,3.38,15.55,215.31,EUR,,web,194.39
2268,4680,2024-04-05 20:25:21,completed,standard,9.02,27.41,12.73,153.51,EUR,SPRING15,web,159.17000000000002
2269,850,2023-06-11 20:29:50,completed,standard,13.92,8.77,23.7,325.04,USD,,web,296.19
2270,2087,2023-10-28 13:50:39,completed,express,11.09,27.62,5.05,51.7,EUR,FREESHIP,mobile,63.18
2271,4511,2024-05-03 05:44:58,completed,standard,8.75,2.16,2.37,38.57,USD,,web,29.61
2272,926,2024-05-14 16:48:24,completed,express,15.8,-5.0,10.37,160.8,USD,,mobile,129.63
2273,3073,2023-10-21 05:15:45,completed,express,1.68,-0.49,20.81,231.05,MAD,SPRING15,web,208.07
2274,2840,2024-03-11 07:24:31,shipped,standard,5.04,4.58,8.91,120.7,EUR,VIP20,web,111.33
2275,1656,2023-10-14 15:12:47,completed,standard,10.67,13.36,9.96,131.77,USD,,web,124.5
2276,471,2024-11-26 19:13:51,completed,standard,4.0,-4.03,2.72,44.7,USD,FREESHIP,web,33.95
2277,790,2024-07-08 07:17:57,completed,standard,8.49,9.7,13.76,150.12,MAD,,web,137.57
2278,1000,2024-03-01 06:45:04,completed,standard,6.09,-2.45,9.98,143.3,USD,,mobile,124.78
2279,1173,2024-09-29 05:41:06,completed,standard,2.49,-5.0,18.87,262.19,EUR,,mobile,235.83
2280,4874,2024-07-13 20:08:12,completed,standard,10.0,2.57,12.77,179.81,USD,WELCOME10,web,159.61
2281,3841,2023-07-11 15:21:17,completed,express,6.82,1.07,7.04,100.73,EUR,,web,87.94
2282,4896,2024-09-21 00:22:18,completed,express,13.31,14.21,8.05,107.73,EUR,,marketplace,100.58
2283,1865,2025-05-23 08:51:01,completed,standard,3.88,14.89,13.66,173.42,USD,,web,170.77
2284,1629,2023-10-18 17:08:16,completed,pickup,11.91,0.52,21.51,301.76,USD,,web,268.86
2285,4719,2023-12-25 23:32:02,completed,express,9.53,5.29,30.14,335.76,MAD,WELCOME10,web,301.38
2286,1994,2023-03-08 16:48:41,completed,standard,11.82,9.3,27.81,377.97,GBP,,web,347.64
2287,3927,2024-03-08 22:49:28,completed,standard,4.25,9.92,5.17,64.18,USD,VIP20,web,64.68
2288,3336,2023-03-08 10:40:56,shipped,standard,18.91,3.8,30.69,429.44,USD,,marketplace,383.64
2289,4950,2023-05-25 00:07:37,completed,standard,6.79,3.4,16.24,222.66,USD,,web,203.03
2290,2071,2023-01-27 07:16:44,completed,standard,10.2,8.64,17.09,232.29,USD,,web,213.64000000000001
2291,2431,2025-04-04 07:58:33,completed,express,3.14,6.05,0.48,3.62,USD,WELCOME10,marketplace,6.05
2292,2249,2025-05-18 14:12:45,completed,express,5.26,9.58,2.06,23.52,USD,FREESHIP,web,25.78
2293,3843,2025-03-11 09:42:38,completed,standard,12.46,14.86,43.34,582.66,EUR,,marketplace,541.72
2294,1466,2025-08-17 02:13:50,cancelled,express,6.36,-3.15,23.75,0.0,EUR,FREESHIP,marketplace,296.84999999999997
2295,3305,2023-05-13 12:36:08,completed,standard,5.46,6.2,13.61,182.96,USD,,web,170.09
2296,3469,2023-07-25 10:26:28,completed,pickup,12.81,16.99,27.34,364.97,USD,SPRING15,marketplace,341.81
2297,2228,2023-04-07 04:19:56,pending,pickup,3.47,19.77,19.3,244.26,USD,,web,241.26
2298,3391,2024-10-17 13:23:36,cancelled,standard,14.93,8.75,33.61,0.0,USD,VIP20,mobile,420.15999999999997
2299,2302,2025-06-12 03:42:25,completed,standard,6.05,-4.67,9.53,139.37,USD,VIP20,mobile,119.12
2300,1442,2023-12-26 06:06:33,completed,standard,6.57,-2.08,42.12,577.28,EUR,,marketplace,526.51
2301,4546,2025-09-08 15:57:14,pending,standard,0.64,18.75,55.25,589.66,MAD,SPRING15,marketplace,552.52
2302,1283,2023-06-25 15:06:33,completed,standard,10.83,-5.0,6.52,103.89,EUR,,web,81.53999999999999
2303,3438,2025-01-09 09:05:38,completed,express,31.76,21.9,2.01,37.0,EUR,,mobile,25.13
2304,2427,2024-03-13 15:18:23,completed,standard,3.97,-5.0,3.94,62.11,USD,,web,49.2
2305,4359,2024-10-08 19:32:54,completed,express,4.34,13.95,15.72,202.61,EUR,,web,196.5
2306,1959,2025-08-30 07:52:49,completed,standard,14.93,23.63,4.64,53.99,USD,,web,58.05
2307,117,2025-04-18 15:57:12,completed,standard,8.51,12.83,16.69,220.95,USD,,web,208.58
2308,483,2023-08-31 07:38:36,completed,standard,12.41,-0.93,19.24,273.12,EUR,,mobile,240.54000000000002
2309,3378,2024-03-25 16:47:01,cancelled,standard,16.53,6.65,15.46,0.0,MAD,,web,154.64
2310,1422,2025-06-28 08:21:59,completed,express,7.18,-5.0,4.38,60.36,MAD,SPRING15,marketplace,43.800000000000004
2311,996,2024-12-19 20:54:24,completed,express,8.35,5.75,0.54,9.87,USD,,web,6.73
2312,1611,2024-01-13 22:28:50,completed,standard,11.59,4.3,9.82,139.85,USD,,mobile,122.74
2313,2040,2023-01-10 10:13:01,completed,standard,9.58,12.54,8.64,113.62,USD,WELCOME10,web,107.94
2314,1833,2023-12-16 20:20:14,completed,standard,3.11,-5.0,18.65,259.92,EUR,,web,233.16
2315,3422,2025-04-03 01:17:29,completed,express,17.22,-5.0,19.38,283.91,USD,,web,242.31
2316,3585,2023-11-09 01:28:42,completed,standard,3.59,14.1,6.1,71.86,EUR,SPRING15,marketplace,76.27
2317,1092,2024-11-24 05:50:08,completed,express,11.1,15.26,6.06,77.68,USD,SPRING15,web,75.78
2318,4756,2025-02-19 19:55:53,shipped,priority,5.75,21.51,20.5,260.95,USD,,web,256.21
2319,3675,2025-02-26 21:09:23,completed,standard,21.49,7.46,9.38,140.72,GBP,,marketplace,117.31
2320,4115,2025-05-23 04:41:42,cancelled,express,9.57,15.15,4.65,0.0,EUR,,web,58.16
2321,4957,2024-05-25 07:59:21,completed,standard,2.51,-0.32,4.94,69.51,USD,,mobile,61.74
