payment_id,order_id,payment_date,amount,method,status,transaction_ref
1966,1966,2025-07-01 20:27:04,496.07,card,captured,PAY-HIZ701QIMT
1967,1967,2023-03-26 09:37:59,30.51,card,captured,PAY-7243D7H2Y5
1968,1968,2024-05-13 23:59:56,77.8,card,captured,PAY-F0TE7M5CAA
1969,1969,2025-05-30 04:27:53,70.07,card,captured,PAY-P73VETGL43
1970,1970,2023-11-01 05:09:45,195.64,card,captured,PAY-HTX3GGVVWL
1971,1971,2025-03-30 05:26:46,153.84,paypal,captured,PAY-0WAX7N38NE
1972,1972,2024-02-11 08:56:54,302.5,paypal,captured,PAY-6KIFA55UHU
1973,1973,2023-10-22 20:01:00,70.51,paypal,captured,PAY-FWSW8IV895
1974,1974,2025-01-06 16:14:11,100.74,cod,captured,PAY-D5MD8KPMPS
1975,1975,2024-05-09 21:31:41,287.44,card,captured,PAY-KI0XVXAQYN
1976,1976,2023-11-08 04:32:34,0.0,card,refunded,PAY-SEFU95X8GR
1977,1977,2023-08-17 14:24:17,1023.0,bank_transfer,captured,PAY-OGDXDVNS0D
1978,1978,2025-03-15 05:25:27,164.58,card,captured,PAY-8418YKM877
1979,1979,2024-03-11 01:41:53,207.62,paypal,captured,PAY-B5NIY39K3K
1980,1980,2023-11-30 22:28:26,243.55,card,captured,PAY-29SKSB7641
1981,1981,2023-08-16 07:45:13,227.3,card,captured,PAY-QB1PD7IU6O
1982,1982,2025-03-01 08:58:18,123.87,card,captured,PAY-XWS6YO59QX
1983,1983,2024-07-22 07:18:08,131.95,bank_transfer,captured,PAY-U5L3OG92MS
1984,1984,2024-05-04 06:56:49,125.13,bank_transfer,captured,PAY-G5BRMH558Z
1985,1985,2023-02-24 02:07:04,384.19,card,captured,PAY-7YRK700WN2
1986,1986,2023-05-17 13:22:21,357.34,card,captured,PAY-W6DAP22QG9
1987,1987,2023-05-26 22:44:03,232.85,card,captured,PAY-KHXK2ZS803
1988,1988,2023-10-06 02:50:01,7.52,card,captured,PAY-ZPC0TJZMIT
1989,1989,2023-01-12 02:11:06,115.63,card,captured,PAY-04Q8AHCBIP
1990,1990,2023-11-08 05:05:19,383.81,paypal,captured,PAY-28GZBAXVQO
1991,1991,2025-01-21 12:32:16,491.02,card,captured,PAY-FI72ZAWGTD
1992,1992,2023-02-16 12:34:31,0.0,paypal,refunded,PAY-KSQP7FIK5I
1993,1993,2023-08-20 11:50:44,155.09,card,captured,PAY-A5BA7M5W01
1994,1994,2025-02-21 09:50:42,0.0,card,refunded,PAY-CHU3UWV8GY
1995,1995,2025-03-16 13:26:50,35.2,card,captured,PAY-67D4WB5WKD
1996,1996,2024-07-09 22:47:54,234.94,card,captured,PAY-7PLLOVGNRT
1997,1997,2023-06-10 16:43:36,128.21,bank_transfer,captured,PAY-1YL17RGAPE
1998,1998,2025-06-04 13:29:08,341.56,paypal,captured,PAY-1KM5WVJBBQ
1999,1999,2024-12-19 21:18:35,38.64,card,captured,PAY-O1DA70M4UH
2000,2000,2025-06-09 11:32:05,314.87,card,captured,PAY-IAOIU0BEZ7
2001,2001,2023-02-27 07:20:38,0.0,cod,voided,PAY-L8ZQMQYX2K
2002,2002,2025-01-19 23:28:47,286.99,card,captured,PAY-SP5P43MAI3
2003,2003,2024-02-01 17:08:21,219.15,card,captured,PAY-D8RMQ7ZNZB
2004,2004,2024-06-02 18:18:09,77.33,card,captured,PAY-L2I9EX6UO3
2005,2005,2023-12-28 07:06:01,0.0,card,voided,PAY-OXONKBYLXV
2006,2006,2025-05-11 10:10:48,118.01,bank_transfer,captured,PAY-GBNZQ00PJA
2007,2007,2024-01-28 08:42:33,138.92,paypal,captured,PAY-S3ESHNWECB
2008,2008,2023-07-19 13:29:16,326.2,card,captured,PAY-DAZQ7J96RJ
2009,2009,2024-11-15 08:25:01,0.0,card,refunded,PAY-08GUE00BQB
2010,2010,2024-06-06 03:08:38,106.83,card,captured,PAY-59GJLCYBB0
2011,2011,2025-07-30 04:08:27,233.19,card,captured,PAY-8AYMNEALAE
2012,2012,2024-03-02 19:39:23,101.27,card,captured,PAY-PRMM4BJXQW
2013,2013,2024-06-23 22:28:40,152.03,card,captured,PAY-OKJ71OPKRA
2014,2014,2023-06-24 05:18:54,57.76,card,captured,PAY-YQPRKAFWO7
2015,2015,2023-06-16 22:32:28,148.03,card,captured,PAY-PZZH6H59AQ
2016,2016,2024-06-25 03:16:46,199.96,card,captured,PAY-3PT2U6ZF22
2017,2017,2024-01-30 08:46:50,0.0,card,voided,PAY-ZY0H02UXQB
2018,2018,2024-04-06 21:56:46,183.39,card,captured,PAY-UXBDEFZAPB
2019,2019,2024-04-19 23:26:23,40.93,cod,captured,PAY-H7W2YK111N
2020,2020,2023-12-10 07:49:43,222.91,paypal,captured,PAY-GT4V08NDZX
2021,2021,2025-03-25 21:15:47,179.15,paypal,captured,PAY-8FMBQAX8MA
2022,2022,2023-11-15 12:17:40,257.99,paypal,captured,PAY-OIT9DRDNF8
2023,2023,2024-12-03 01:47:41,87.16,bank_transfer,captured,PAY-TUZLSN6WQ5
2024,2024,2023-06-15 22:04:32,120.74,paypal,captured,PAY-QJ4VMCQ10S
2025,2025,2025-01-31 17:22:36,544.84,card,captured,PAY-A2B2VGRXM8
2026,2026,2024-06-05 00:03:48,96.08,card,captured,PAY-K7KBZ6B06V
2027,2027,2025-07-19 23:32:51,53.03,card,captured,PAY-8JVWCM653Z
2028,2028,2024-09-14 07:22:34,103.63,cod,captured,PAY-LM7BJGFNSM
2029,2029,2024-11-09 09:04:57,285.37,card,captured,PAY-0T8LESI3FC
2030,2030,2025-03-13 23:09:52,0.0,card,refunded,PAY-RWUSJT6A6P
2031,2031,2023-08-15 05:17:29,232.55,card,captured,PAY-YK0E2IF69U
2032,2032,2024-04-03 20:07:29,337.61,card,captured,PAY-2I07OQRQ4B
2033,2033,2025-05-08 15:08:08,93.43,card,captured,PAY-G2EEGXS71K
2034,2034,2024-11-26 20:03:42,265.31,cod,captured,PAY-BLGEY4YB4U
2035,2035,2025-07-12 19:00:12,328.8,card,captured,PAY-HFOY7WUJ0I
2036,2036,2024-03-10 16:54:28,0.0,cod,refunded,PAY-1149EG1YT4
2037,2037,2023-02-13 00:51:55,105.03,card,captured,PAY-ZF7I4EVOY8
2038,2038,2024-05-30 08:34:10,332.49,bank_transfer,captured,PAY-9WVSXA97UU
2039,2039,2024-12-02 13:22:16,139.55,card,captured,PAY-HA93A3QS2G
2040,2040,2023-06-03 16:39:48,217.17,paypal,captured,PAY-R30EISDR1O
2041,2041,2023-04-26 17:30:51,146.95,card,captured,PAY-2YHPH3ENR6
2042,2042,2023-09-19 11:25:15,246.9,bank_transfer,captured,PAY-05WK7252AI
2043,2043,2025-05-17 05:40:50,265.98,card,captured,PAY-LXNTUTFMLL
2044,2044,2024-02-16 19:32:12,602.05,paypal,captured,PAY-MC6TQO4SEJ
2045,2045,2024-06-27 09:36:16,225.72,card,captured,PAY-E1ZTNCF0P8
2046,2046,2024-12-18 08:50:22,176.67,card,captured,PAY-2F3C8AV02D
2047,2047,2023-11-13 16:16:26,277.0,card,captured,PAY-FEYQ8KT9HD
2048,2048,2023-01-12 03:45:04,289.79,card,captured,PAY-705CB2LKJ8
2049,2049,2025-05-14 18:23:45,314.15,cod,captured,PAY-B06U6F8YJX
2050,2050,2025-01-31 18:40:40,547.14,card,captured,PAY-8F0FI89P7R
2051,2051,2025-07-11 05:08:39,357.11,card,captured,PAY-XSVFLK4YEP
2052,2052,2025-06-12 03:22:04,2.72,paypal,captured,PAY-XRK91819HM
2053,2053,2024-12-12 04:32:30,55.02,bank_transfer,captured,PAY-M40B6ION27
2054,2054,2024-04-24 15:05:20,110.74,cod,captured,PAY-BIJQPCA4E1
2055,2055,2024-05-21 00:59:24,78.35,cod,captured,PAY-S95JV5YD2P
2056,2056,2024-03-27 01:56:40,212.7,card,captured,PAY-SMVLR295I2
2057,2057,2024-07-01 10:18:53,280.7,card,captured,PAY-P7QT6QTCK0
2058,2058,2024-07-04 14:51:41,441.25,paypal,captured,PAY-FNW948QEWZ
2059,2059,2023-06-15 13:36:56,0.0,card,voided,PAY-608U0HG7YM
2060,2060,2023-05-13 01:30:06,184.44,card,captured,PAY-X199WYN0TZ
2061,2061,2024-12-02 21:57:21,127.09,paypal,captured,PAY-YOFNSHHOM8
2062,2062,2023-12-15 07:08:08,260.06,paypal,captured,PAY-02UQ3O926O
2063,2063,2024-01-12 18:39:46,398.38,paypal,captured,PAY-GT8VZTN6FT
2064,2064,2024-04-22 18:22:19,132.46,paypal,captured,PAY-DTMXBPP135
2065,2065,2023-03-22 12:27:27,362.1,card,captured,PAY-L893IJ0ZA8
2066,2066,2023-07-21 06:42:03,532.07,bank_transfer,captured,PAY-GUGWI0QFAQ
2067,2067,2025-08-13 07:04:55,68.8,card,captured,PAY-DCRRLSG3N9
2068,2068,2025-02-01 06:17:50,389.82,card,captured,PAY-6Q400G3WJ0
2069,2069,2025-07-16 05:43:35,261.96,paypal,captured,PAY-9SV30JXO2O
2070,2070,2024-10-17 01:18:09,327.38,card,captured,PAY-UKQDD4DJ1P
2071,2071,2024-02-13 01:59:26,31.36,card,captured,PAY-Z2UF7N00Z9
2072,2072,2025-06-21 09:34:34,319.93,paypal,captured,PAY-ZBI0YK8EB4
2073,2073,2025-02-11 09:54:26,308.6,card,captured,PAY-QEZLUVJNKZ
2074,2074,2025-02-14 20:15:55,554.12,card,captured,PAY-VFFBFQUO84
2075,2075,2025-05-30 20:08:39,332.87,paypal,captured,PAY-ES3RU39JQF
2076,2076,2024-07-20 07:50:50,0.0,card,refunded,PAY-DJH6DS6HAT
2077,2077,2024-07-11 09:56:17,156.14,paypal,captured,PAY-IUZ8Z5B5S5
2078,2078,2024-05-29 14:57:40,18.78,card,captured,PAY-XAK53FVPHH
2079,2079,2025-04-04 06:32:16,0.23,card,captured,PAY-5HE16FVNIT
2080,2080,2023-10-25 01:34:42,49.65,bank_transfer,captured,PAY-P3FMUUI4JH
2081,2081,2025-08-11 21:04:17,8.85,card,captured,PAY-HLP0357XZA
2082,2082,2025-02-12 17:52:10,6.08,paypal,captured,PAY-PB0W9NDI0A
2083,2083,2023-01-20 04:49:25,96.57,card,captured,PAY-PES2UDLX7O
2084,2084,2024-09-29 18:34:44,107.27,card,captured,PAY-7R2UKBEC2K
2085,2085,2023-05-21 08:38:48,120.36,card,captured,PAY-S3VCBMKB7F
2086,2086,2023-02-01 06:39:08,6.17,card,captured,PAY-X286PZWX5Y
2087,2087,2023-12-26 13:14:31,87.22,paypal,captured,PAY-6YJ6L3DVV4
2088,2088,2025-04-23 17:42:18,341.38,card,captured,PAY-P6HAPQRS60
2089,2089,2024-11-16 13:10:29,164.25,card,captured,PAY-8C5V4XUX9K
2090,2090,2025-07-06 20:44:57,233.27,bank_transfer,captured,PAY-UGTGX2CDRT
2091,2091,2024-11-10 14:37:59,65.71,card,captured,PAY-07IGBZPZXW
2092,2092,2024-09-17 08:00:21,259.58,card,captured,PAY-D6Y88AWII2
2093,2093,2024-07-11 05:26:11,522.84,card,captured,PAY-F9WVW8XL7U
2094,2094,2025-04-02 02:42:40,63.73,card,captured,PAY-LM6T5GCKZ2
2095,2095,2024-12-12 07:14:50,470.41,card,captured,PAY-J0YT3A2RGO
2096,2096,2024-08-13 14:57:57,82.08,card,captured,PAY-Z70WDZ9YHA
2097,2097,2024-08-09 23:05:59,248.39,card,captured,PAY-BP68EUL1D2
2098,2098,2024-06-29 16:00:17,40.6,card,captured,PAY-26TH5YXVJ6
2099,2099,2025-05-31 19:26:22,92.67,card,captured,PAY-4M2P1H0WIM
2100,2100,2023-01-20 16:45:25,119.05,card,captured,PAY-AW953IRC4L
2101,2101,2023-03-05 03:25:08,161.83,card,captured,PAY-8SHHR3WQ3D
2102,2102,2024-06-22 07:31:27,256.73,card,captured,PAY-IIV412OIYJ
2103,2103,2023-08-01 18:02:17,381.61,card,captured,PAY-0NY2V6U0LW
2104,2104,2025-08-22 18:15:00,502.68,paypal,captured,PAY-E7TPBEEAMI
2105,2105,2024-12-27 20:33:33,187.93,bank_transfer,captured,PAY-RHNB40F012
2106,2106,2024-11-26 16:54:06,208.15,card,captured,PAY-18SMEN420T
2107,2107,2025-06-17 22:09:26,215.06,cod,captured,PAY-Y9NJH44Z86
2108,2108,2023-06-04 21:23:30,482.83,card,captured,PAY-89RIFMAG4O
2109,2109,2025-06-25 13:20:09,165.13,card,captured,PAY-EF5FNL07IP
2110,2110,2023-07-15 19:39:14,125.6,card,captured,PAY-W2CNQ2QIPA
2111,2111,2024-10-03 12:35:01,95.84,card,captured,PAY-QBW3YTF4L4
2112,2112,2024-06-09 23:48:06,0.0,card,voided,PAY-YEQYUZP61R
2113,2113,2023-08-04 20:24:53,585.73,bank_transfer,captured,PAY-2QX5JR0M04
2114,2114,2023-02-27 09:56:03,247.05,card,captured,PAY-YBLVEAJ9C0
2115,2115,2025-01-08 20:09:04,337.53,card,captured,PAY-OQQV1YRQK3
2116,2116,2025-08-03 09:09:09,0.0,card,voided,PAY-JQCX0TPCR3
2117,2117,2025-04-03 03:34:59,111.64,card,captured,PAY-XK5SLONQIH
2118,2118,2024-12-10 04:13:51,186.25,card,captured,PAY-LWPU6P5O8L
2119,2119,2025-08-13 08:20:49,0.0,card,voided,PAY-YHR0XYAOT9
2120,2120,2025-05-12 00:07:48,49.31,paypal,captured,PAY-BMHW4UWI0I
2121,2121,2024-02-01 15:37:47,501.35,card,captured,PAY-6XSZ8Y4JLY
2122,2122,2023-05-20 09:52:27,0.0,cod,refunded,PAY-5KNHOLLD2P
2123,2123,2023-03-15 04:18:49,339.65,card,captured,PAY-7055OYPB6F
2124,2124,2025-01-16 08:05:59,44.52,card,captured,PAY-JM5B1ZQQWV
2125,2125,2023-12-06 15:44:05,0.0,paypal,refunded,PAY-9DT0A6FBEK
2126,2126,2024-06-13 03:22:21,480.37,card,captured,PAY-7BNJVYSG3W
2127,2127,2024-03-08 08:39:08,88.43,paypal,captured,PAY-1O8QURL2TU
2128,2128,2025-03-19 13:59:49,0.82,card,captured,PAY-IT4FO406WR
2129,2129,2024-08-29 23:15:50,0.0,card,voided,PAY-ISN0C0EM69
2130,2130,2024-05-21 23:45:07,253.44,card,captured,PAY-7JMKP6F4VY
2131,2131,2023-11-09 22:08:29,6.91,card,captured,PAY-QZQV3GWSO9
2132,2132,2023-10-16 04:21:55,7.66,cod,captured,PAY-KWSA6Y8HM9
2133,2133,2024-10-07 09:29:44,0.0,paypal,voided,PAY-BITURD10P7
2134,2134,2024-08-15 21:05:15,103.32,card,captured,PAY-KGKLOLNU93
2135,2135,2025-08-27 11:43:54,56.7,paypal,captured,PAY-W1MFGTDL3H
2136,2136,2025-08-31 05:16:26,843.73,card,captured,PAY-NC1AA31CCW
2137,2137,2023-04-14 16:01:56,163.49,card,captured,PAY-SWU8JHZX1R
2138,2138,2024-04-11 00:59:08,0.0,card,voided,PAY-2M3J8F89D0
2139,2139,2023-06-11 17:39:25,303.9,card,captured,PAY-376ZIH80KF
2140,2140,2023-06-22 01:07:16,37.96,card,captured,PAY-RFZINK9AZT
2141,2141,2024-07-25 13:28:51,11.98,cod,captured,PAY-R4EX6VESCJ
2142,2142,2025-04-15 04:12:17,218.17,card,captured,PAY-1SLDZUTF3Y
2143,2143,2024-11-06 08:12:56,174.87,card,captured,PAY-NJGZ8RTAF2
2144,2144,2024-12-14 17:36:29,63.59,card,captured,PAY-F313IELFKB
2145,2145,2023-09-27 14:58:21,228.79,card,captured,PAY-2JZ6WU1ER3
2146,2146,2023-04-11 03:59:57,118.29,card,captured,PAY-RCKAUTX2MI
2147,2147,2024-04-22 08:07:20,92.54,paypal,captured,PAY-R0PFAMLAPO
2148,2148,2025-01-29 06:16:22,0.0,card,voided,PAY-OFK69JKXLT
2149,2149,2023-01-05 01:29:32,327.82,paypal,captured,PAY-JVEJ1LPH4G
2150,2150,2024-07-20 12:02:57,217.31,bank_transfer,captured,PAY-J0AVEPEHW9
2151,2151,2024-05-21 16:46:25,0.0,card,voided,PAY-9GZIOQ35A2
2152,2152,2025-04-17 19:49:26,316.54,card,captured,PAY-W3XJO7NJU3
2153,2153,2024-09-01 13:10:21,447.55,bank_transfer,captured,PAY-ZU7UKP95QD
2154,2154,2023-02-21 17:16:40,264.74,card,captured,PAY-T0IH3W14YX
2155,2155,2023-10-13 11:03:59,127.39,paypal,captured,PAY-DMSWMTPKXO
2156,2156,2024-08-13 17:01:43,243.48,card,captured,PAY-OI3NRU7DQO
2157,2157,2023-05-04 01:20:15,0.0,card,refunded,PAY-OUBKB84PNI
2158,2158,2024-05-20 03:44:54,399.27,paypal,captured,PAY-UD0DDMFUJJ
2159,2159,2023-05-09 01:48:40,255.06,card,captured,PAY-29Y79EAB22
2160,2160,2024-04-29 08:32:39,248.35,paypal,captured,PAY-142M3SP0MA
2161,2161,2024-03-09 16:44:36,136.83,paypal,captured,PAY-5DPMLAOLLZ
2162,2162,2025-08-10 22:47:48,133.64,card,captured,PAY-J7FYEILHVR
2163,2163,2024-07-04 16:45:07,332.53,paypal,captured,PAY-RBI5H6BOLO
2164,2164,2025-07-19 18:34:03,264.75,card,captured,PAY-NZJ4WS32H5
2165,2165,2024-11-05 19:22:21,258.51,paypal,captured,PAY-PNLORW4OT1
2166,2166,2024-01-08 10:36:01,155.97,card,captured,PAY-2K2YJVTW3K
2167,2167,2025-05-19 12:01:48,102.99,card,captured,PAY-3DRWFYF45A
2168,2168,2025-04-24 19:04:08,391.76,card,captured,PAY-T11DJM8ASB
2169,2169,2023-12-05 15:00:26,171.89,card,captured,PAY-6U3KNL359J
2170,2170,2024-02-25 08:38:01,303.09,card,captured,PAY-D93SWF5N9D
2171,2171,2024-03-19 02:22:46,521.84,card,captured,PAY-5PDHO07AC9
2172,2172,2023-02-24 09:27:34,355.16,card,captured,PAY-91U8KXTNPX
2173,2173,2025-03-18 17:44:24,6.85,paypal,captured,PAY-KDWG7OE3U9
2174,2174,2025-04-20 20:47:21,223.1,paypal,captured,PAY-XOK6AHN88U
2175,2175,2023-02-13 01:17:28,420.74,cod,captured,PAY-IZWBM1VP8C
2176,2176,2023-11-27 05:31:58,344.45,bank_transfer,captured,PAY-7X5J1PXBYU
2177,2177,2023-10-15 05:12:33,194.73,card,captured,PAY-PXBINA0YWW
2178,2178,2025-03-30 22:44:13,174.92,bank_transfer,captured,PAY-QXYOHHEHRZ
2179,2179,2025-08-14 03:27:42,47.79,card,captured,PAY-8II9YE082F
2180,2180,2025-05-28 21:18:58,0.0,card,refunded,PAY-YSA9V6SC52
2181,2181,2024-01-14 01:09:11,0.0,card,voided,PAY-TBHNMMLZYM
2182,2182,2023-12-07 01:43:13,148.59,card,captured,PAY-A4TBT2FJRW
2183,2183,2023-09-10 11:18:06,52.35,card,captured,PAY-WVEXMKGK6E
2184,2184,2023-08-25 14:46:40,159.12,card,captured,PAY-S1Y4GV7OAS
2185,2185,2023-08-04 19:48:55,129.64,card,captured,PAY-UUQD73VOUS
2186,2186,2025-01-05 05:40:07,178.26,cod,captured,PAY-HG4QCPMEBR
2187,2187,2024-04-08 12:30:07,128.67,card,captured,PAY-ZASORCBSJQ
2188,2188,2025-01-22 18:13:43,293.11,bank_transfer,captured,PAY-OKJMXNI9NR
2189,2189,2025-04-11 23:52:59,289.54,card,captured,PAY-CSI45SOTXY
2190,2190,2023-11-03 15:58:50,110.98,bank_transfer,captured,PAY-VJ6S4Z7AE8
2191,2191,2023-11-08 06:44:30,317.94,card,captured,PAY-G2B2OMLPZK
2192,2192,2025-01-06 15:44:23,140.59,card,captured,PAY-RQMQ5ONZO4
2193,2193,2023-04-13 17:38:41,78.69,bank_transfer,captured,PAY-L7KJEC212M
2194,2194,2023-07-18 16:08:46,69.06,bank_transfer,captured,PAY-DN1AC82YY5
2195,2195,2025-05-17 00:20:41,678.74,card,captured,PAY-FSFK9TN2PR
2196,2196,2025-02-25 11:39:10,0.0,paypal,refunded,PAY-O9BSPWO82H
2197,2197,2023-04-29 07:41:07,247.57,card,captured,PAY-MAROJXTV1R
2198,2198,2024-03-14 21:26:22,160.1,card,captured,PAY-160UBWDBQ4
2199,2199,2023-11-13 09:13:44,215.39,cod,captured,PAY-ZWX1NN42M4
2200,2200,2023-08-07 14:09:43,150.88,card,captured,PAY-PU2HAXVT34
2201,2201,2025-07-19 15:24:05,67.89,paypal,captured,PAY-LI05HTY6VA
2202,2202,2024-07-24 03:04:34,0.0,card,refunded,PAY-XEF753MADL
2203,2203,2023-03-04 10:35:52,462.7,paypal,captured,PAY-PEUXZIHLXM
2204,2204,2023-07-23 03:41:10,53.36,paypal,captured,PAY-WD785A6D66
2205,2205,2024-10-16 04:15:08,153.5,card,captured,PAY-NG7UOO682B
2206,2206,2025-01-31 13:08:23,309.8,paypal,captured,PAY-RKXW5B851K
2207,2207,2024-02-28 21:02:55,250.9,card,captured,PAY-GKUAFAXX65
2208,2208,2024-12-15 14:48:41,252.55,card,captured,PAY-MJ9P4J5TGB
2209,2209,2023-01-20 01:43:56,65.95,card,captured,PAY-JBI0HJIWFP
2210,2210,2023-06-02 07:10:43,0.0,card,refunded,PAY-ESKXV0YCRT
2211,2211,2024-11-26 20:35:50,89.02,paypal,captured,PAY-THWJ2Z0JD0
2212,2212,2024-05-09 00:18:30,191.93,card,captured,PAY-UECHB2ORQP
2213,2213,2025-06-29 10:10:13,53.74,bank_transfer,captured,PAY-X8ZRF0CZYK
2214,2214,2024-11-07 07:54:30,40.43,paypal,captured,PAY-PEM8FGF8XA
2215,2215,2023-01-16 14:31:17,52.51,card,captured,PAY-HQA2J1XOY1
2216,2216,2025-08-12 13:23:29,304.7,bank_transfer,captured,PAY-Z5WIP2JG68
2217,2217,2023-05-29 09:25:57,212.18,paypal,captured,PAY-3GYTLHWRSD
2218,2218,2024-07-29 12:48:18,389.22,card,captured,PAY-SYX5H7Z67A
2219,2219,2025-07-08 19:14:12,358.62,card,captured,PAY-GR2ZE93YCE
2220,2220,2023-03-19 22:54:43,40.12,card,captured,PAY-BWAX1YOPII
2221,2221,2024-01-28 22:55:40,73.22,bank_transfer,captured,PAY-DBCHRHRBRE
2222,2222,2024-07-19 00:40:59,35.11,card,captured,PAY-LEJ08GE42K
2223,2223,2024-04-07 07:28:45,201.02,card,captured,PAY-UE1OHZL53C
2224,2224,2023-09-07 17:35:50,37.11,card,captured,PAY-YM6RUWVM5N
2225,2225,2025-05-02 01:04:50,90.82,card,captured,PAY-DI94E6CO57
2226,2226,2023-09-25 16:47:06,98.55,card,captured,PAY-8TV0JAIOO7
2227,2227,2024-05-31 03:26:17,98.19,card,captured,PAY-3EROABH0QM
2228,2228,2023-11-16 14:47:28,65.69,card,captured,PAY-OOHNMZBIX9
2229,2229,2024-12-11 16:34:20,179.27,card,captured,PAY-DK72WH9APF
2230,2230,2023-03-03 09:55:48,67.82,bank_transfer,captured,PAY-TGXNCJ1UJ3
2231,2231,2023-04-19 21:35:57,9.49,card,captured,PAY-ZS0MZDPC31
2232,2232,2025-08-17 13:10:06,85.78,bank_transfer,captured,PAY-GFDRJCT5QS
2233,2233,2024-01-30 03:51:14,338.44,paypal,captured,PAY-9X2HODK6TP
2234,2234,2025-02-10 04:36:25,31.45,paypal,captured,PAY-Z1QJNFX6FU
2235,2235,2024-02-22 03:56:21,332.95,paypal,captured,PAY-ZRT0CK33BG
2236,2236,2023-02-26 02:13:10,176.91,paypal,captured,PAY-U5V0AUHHFH
2237,2237,2023-10-07 11:44:20,0.0,paypal,refunded,PAY-W2FR82ZRLB
2238,2238,2024-03-16 01:51:09,472.54,paypal,captured,PAY-47CI3T7TVX
2239,2239,2024-09-10 14:17:39,58.67,paypal,captured,PAY-8MIKQG0ADI
2240,2240,2023-12-28 10:10:06,30.02,card,captured,PAY-QW8EZYTCHW
2241,2241,2023-01-20 09:08:33,0.0,card,voided,PAY-TLNWST7M33
2242,2242,2024-05-30 20:10:07,138.44,card,captured,PAY-XLLUVH4KC1
2243,2243,2024-07-03 18:05:43,737.36,card,captured,PAY-RU1J2CEBWS
2244,2244,2023-12-22 12:01:52,292.15,paypal,captured,PAY-4T8GSQRSDL
2245,2245,2023-01-06 01:47:20,72.55,paypal,captured,PAY-QMZDQQLBR9
2246,2246,2025-01-03 04:00:32,302.31,paypal,captured,PAY-4YU8C41NDK
2247,2247,2024-11-21 00:34:25,515.3,paypal,captured,PAY-4NGI1QF5HH
2248,2248,2024-06-11 07:32:29,1060.29,cod,captured,PAY-EAG3JI4CSR
2249,2249,2024-06-16 11:34:03,91.92,paypal,captured,PAY-HKMFYP89RH
2250,2250,2024-02-08 02:05:21,66.76,card,captured,PAY-96MRDHC9C6
2251,2251,2024-02-14 22:55:21,280.08,bank_transfer,captured,PAY-O0I0RNYJDP
2252,2252,2024-11-22 05:00:15,216.12,card,captured,PAY-NJHXCOT41X
2253,2253,2023-01-15 19:31:00,35.12,card,captured,PAY-S4P0O09WAP
2254,2254,2025-05-03 21:28:40,146.87,cod,captured,PAY-BCTYDQDCZO
2255,2255,2023-01-31 07:02:09,162.23,card,captured,PAY-8WDXLTNVP4
2256,2256,2023-06-04 20:06:10,91.38,card,captured,PAY-KB2HMAF317
2257,2257,2024-02-19 07:17:40,15.66,paypal,captured,PAY-JRBT0TS9KM
2258,2258,2023-10-25 17:28:59,105.08,card,captured,PAY-CAGHA3B2DK
2259,2259,2025-09-01 23:55:48,151.43,card,captured,PAY-444F87G6P6
2260,2260,2023-04-24 00:46:27,149.52,card,captured,PAY-V1XJIPEX45
2261,2261,2024-11-20 00:26:45,50.97,card,captured,PAY-E5T3EW9M4B
2262,2262,2025-02-03 02:18:37,257.89,card,captured,PAY-2CQ09YWEB5
2263,2263,2024-06-12 00:35:57,427.66,paypal,captured,PAY-0O0L4SWMD1
2264,2264,2025-02-16 00:01:21,55.52,card,captured,PAY-YY7A9FU2JF
2265,2265,2023-01-18 14:06:54,0.0,paypal,refunded,PAY-T294G1A23N
2266,2266,2025-08-19 12:07:18,20.99,card,captured,PAY-MH4NRSU6LA
2267,2267,2023-11-01 17:16:35,215.31,bank_transfer,captured,PAY-CJVTY94S7P
2268,2268,2024-04-07 04:25:21,153.51,card,captured,PAY-KR3QQ9J12Y
2269,2269,2023-06-13 17:29:50,325.04,card,captured,PAY-0KHBDRAX0L
2270,2270,2023-10-29 03:50:39,51.7,paypal,captured,PAY-TCHLLS3YOY
2271,2271,2024-05-05 11:44:58,38.57,paypal,captured,PAY-RD5YHMS4EG
2272,2272,2024-05-15 15:48:24,160.8,card,captured,PAY-574DJQCVIW
2273,2273,2023-10-21 22:15:45,231.05,card,captured,PAY-MN7K3600XJ
2274,2274,2024-03-13 18:24:31,120.7,paypal,captured,PAY-KUA90ISA5L
2275,2275,2023-10-17 12:12:47,131.77,card,captured,PAY-BNPMU4TY15
2276,2276,2024-11-28 11:13:51,44.7,card,captured,PAY-LBY4JN4T08
2277,2277,2024-07-09 12:17:57,150.12,card,captured,PAY-CM4UDQ2VW7
2278,2278,2024-03-03 18:45:04,143.3,card,captured,PAY-71KLEABCG6
2279,2279,2024-09-30 17:41:06,262.19,card,captured,PAY-XCVW7GYO1J
2280,2280,2024-07-14 19:08:12,179.81,paypal,captured,PAY-QI3CAOJHWU
2281,2281,2023-07-13 02:21:17,100.73,cod,captured,PAY-0N2WEPLTRE
2282,2282,2024-09-22 08:22:18,107.73,card,captured,PAY-RRH7P30K9Z
2283,2283,2025-05-25 21:51:01,173.42,cod,captured,PAY-2K6ZD2JITW
2284,2284,2023-10-21 15:08:16,301.76,bank_transfer,captured,PAY-FA8EFIY49I
2285,2285,2023-12-26 04:32:02,335.76,paypal,captured,PAY-OSFMFMFNFG
